	mir	dis	cau
16972	hsa-mir-216b	Diabetic Retinopathy	0
9752	hsa-mir-154	Liver Diseases	0
21153	hsa-mir-302c	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
27198	hsa-mir-375	Demyelinating Diseases	0
39316	hsa-mir-608	Neurilemmoma	0
27315	hsa-mir-376a	Atherosclerosis	0
3692	hsa-mir-124	Meningioma	0
30380	hsa-mir-449a	Pituitary Neoplasms	0
41373	hsa-mir-650	Hepatitis B	0
2255	hsa-mir-107	Parkinson Disease	0
20785	hsa-mir-302a	Graft vs Host Disease	0
648	hsa-let-7e	Leprosy	0
3548	hsa-mir-1236	Liver Neoplasms	0
1687	hsa-mir-103a	Pituitary Neoplasms	0
12808	hsa-mir-193b	Gout	0
7461	hsa-mir-137	Pheochromocytoma	0
10798	hsa-mir-181c	Hypertrophy	0
10565	hsa-mir-181a	Pain	0
31303	hsa-mir-483	Arthritis	0
3286	hsa-mir-1228	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
30772	hsa-mir-451a	Laryngeal Neoplasms	0
40693	hsa-mir-630	Psoriasis	0
25173	hsa-mir-346	Cystic Fibrosis	0
9804	hsa-mir-154	Rhabdomyosarcoma	0
38769	hsa-mir-593	Biliary Tract Neoplasms	0
34854	hsa-mir-509	Adenoviridae Infections	0
37009	hsa-mir-542	Gastrointestinal Neoplasms	0
39510	hsa-mir-610	Wounds and Injuries	0
6003	hsa-mir-1303	Leprosy	0
17390	hsa-mir-219	Cardiomegaly	0
23747	hsa-mir-330	Keloid	0
5775	hsa-mir-1301	Adrenocortical Carcinoma	0
38755	hsa-mir-593	Acute Lung Injury	0
36327	hsa-mir-520d	Parkinson Disease	0
2893	hsa-mir-1207	Cardiomegaly	0
28756	hsa-mir-409	Pancreatic Neoplasms	0
21788	hsa-mir-30c	Cardiomyopathies	0
38094	hsa-mir-582	Liver Diseases	0
33764	hsa-mir-501	Myocarditis	0
26243	hsa-mir-367	Obesity	0
23251	hsa-mir-326	Arthritis	0
18929	hsa-mir-26b	Heart Failure	0
18489	hsa-mir-24	Cardiomyopathies	0
23801	hsa-mir-330	Psoriasis	0
31245	hsa-mir-455	Musculoskeletal Abnormalities	0
6386	hsa-mir-132	Crohn Disease	0
24564	hsa-mir-33b	Biliary Tract Neoplasms	0
8432	hsa-mir-144	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	0
40482	hsa-mir-629	Huntington Disease	0
38377	hsa-mir-589	HIV Infections	0
13969	hsa-mir-199b	Ischemia	0
15605	hsa-mir-208b	Fragile X Syndrome	0
39503	hsa-mir-610	Testicular Neoplasms	0
21692	hsa-mir-30b	Keloid	0
12501	hsa-mir-192	Cystic Fibrosis	0
23571	hsa-mir-329	Diabetic Retinopathy	0
39554	hsa-mir-612	Esophageal Neoplasms	0
1231	hsa-mir-1	Liver Neoplasms	0
7226	hsa-mir-136	Chordoma	0
32572	hsa-mir-492	Liver Neoplasms	0
15025	hsa-mir-204	Burkitt Lymphoma	0
18931	hsa-mir-26b	Hemangiosarcoma	0
1351	hsa-mir-100	Hepatoblastoma	0
11229	hsa-mir-183	Ischemia	0
41433	hsa-mir-650	Pituitary Neoplasms	0
34082	hsa-mir-503	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
44155	hsa-mir-885	Stomach Neoplasms	0
22164	hsa-mir-30e	Myocardial Ischemia	0
1349	hsa-mir-100	Hepatitis B	0
11637	hsa-mir-186	Glioblastoma	0
1376	hsa-mir-100	Marek Disease	0
25600	hsa-mir-34c	Head and Neck Neoplasms	0
10254	hsa-mir-16	Hemangioma	0
29550	hsa-mir-424	Cardiomegaly	0
6363	hsa-mir-132	Asthma	0
37142	hsa-mir-544a	Diabetes Mellitus	0
41971	hsa-mir-663	Head and Neck Neoplasms	0
39891	hsa-mir-616	Kidney Neoplasms	0
27920	hsa-mir-379	Brain Neoplasms	0
25520	hsa-mir-34b	Periodontitis	0
37842	hsa-mir-575	Retinal Degeneration	0
37354	hsa-mir-545	Musculoskeletal Abnormalities	0
21989	hsa-mir-30d	Inflammatory Bowel Diseases	0
14331	hsa-mir-200a	Burns	0
44103	hsa-mir-885	Marek Disease	0
13271	hsa-mir-196a	Multiple Myeloma	0
25060	hsa-mir-345	Ischemia	0
3261	hsa-mir-1228	Myocardial Infarction	0
31750	hsa-mir-487b	Arthritis	0
39768	hsa-mir-615	Neoplasms	0
4517	hsa-mir-125a	Cardiomyopathies	0
19138	hsa-mir-27a	Stroke	0
7828	hsa-mir-140	Ischemia	0
40573	hsa-mir-630	Arthritis	0
37857	hsa-mir-575	Uterine Cervical Neoplasms	0
21646	hsa-mir-30b	Cataract	0
12246	hsa-mir-18b	Keloid	0
7146	hsa-mir-135b	Myelodysplastic Syndromes	0
10198	hsa-mir-15b	Tourette Syndrome	0
16252	hsa-mir-211	Diabetes Mellitus	0
21824	hsa-mir-30c	Hemangiosarcoma	0
3294	hsa-mir-1228	Rectal Neoplasms	0
32649	hsa-mir-493	Atherosclerosis	0
6894	hsa-mir-134	Retinal Degeneration	0
39474	hsa-mir-610	Ovarian Neoplasms	0
35054	hsa-mir-511	Gout	0
9513	hsa-mir-152	Spinal Cord Injuries	0
44407	hsa-mir-922	Neurodegenerative Diseases	0
1034	hsa-let-7i	Cerebral Hemorrhage	0
17855	hsa-mir-222	Liver Diseases	0
29928	hsa-mir-431	Ovarian Neoplasms	0
13807	hsa-mir-199a	Gastrointestinal Neoplasms	0
36954	hsa-mir-539	Spinal Cord Injuries	0
607	hsa-let-7e	Demyelinating Diseases	0
22175	hsa-mir-30e	Osteoarthritis	0
33464	hsa-mir-499a	Nervous System Diseases	0
23850	hsa-mir-331	Cholangiocarcinoma	0
352	hsa-let-7c	Inflammatory Bowel Diseases	0
43108	hsa-mir-718	Tongue Neoplasms	0
17635	hsa-mir-22	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
1327	hsa-mir-100	Diabetic Nephropathies	0
45314	hsa-mir-944	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
45990	hsa-mir-99b	Kidney Diseases	0
43306	hsa-mir-744	Endometrial Neoplasms	0
45437	hsa-mir-95	Myelodysplastic Syndromes	0
3636	hsa-mir-124	Cholangiocarcinoma	0
37739	hsa-mir-575	Colorectal Neoplasms	0
26070	hsa-mir-363	Lung Neoplasms	0
34212	hsa-mir-504	Nasopharyngeal Neoplasms	0
9017	hsa-mir-148b	Glioma	0
35631	hsa-mir-519d	Cardiomegaly	0
45605	hsa-mir-96	Polycystic Kidney Diseases	0
30302	hsa-mir-449a	Diabetic Nephropathies	0
3391	hsa-mir-1231	Leprosy	0
33341	hsa-mir-498	Reperfusion Injury	0
521	hsa-let-7d	Musculoskeletal Abnormalities	0
15867	hsa-mir-20b	Chordoma	0
9209	hsa-mir-149	Musculoskeletal Abnormalities	0
20923	hsa-mir-302b	Endometrial Neoplasms	0
24164	hsa-mir-338	Graves Disease	0
37414	hsa-mir-570	Arthritis	0
34192	hsa-mir-504	Liver Failure	0
20507	hsa-mir-301a	Huntington Disease	0
45022	hsa-mir-935	Rhabdomyosarcoma	0
7888	hsa-mir-140	Sarcoma	0
41720	hsa-mir-657	Nervous System Diseases	0
34441	hsa-mir-506	Coronary Artery Disease	0
34270	hsa-mir-505	Atrial Fibrillation	0
13546	hsa-mir-197	Leprosy	0
16878	hsa-mir-216a	Multiple Myeloma	0
28747	hsa-mir-409	Neurilemmoma	0
37333	hsa-mir-545	Kidney Neoplasms	0
3097	hsa-mir-122	Liposarcoma	0
4412	hsa-mir-1258	Hyperglycemia	0
45149	hsa-mir-942	Osteoarthritis	0
11790	hsa-mir-187	Head and Neck Neoplasms	0
7700	hsa-mir-139	Leprosy	0
714	hsa-let-7e	Uterine Cervical Neoplasms	0
35752	hsa-mir-519d	Stomach Neoplasms	0
36108	hsa-mir-520c	Graft vs Host Disease	0
1739	hsa-mir-105	Carotid Artery Diseases	0
26446	hsa-mir-371	Burns	0
41597	hsa-mir-652	Retinoblastoma	0
3905	hsa-mir-1247	Barrett Esophagus	0
35681	hsa-mir-519d	Inflammation	0
39727	hsa-mir-615	HIV Infections	0
2187	hsa-mir-107	Fatty Liver	0
2400	hsa-mir-10a	Periodontal Diseases	0
3289	hsa-mir-1228	Pre-Eclampsia	0
19098	hsa-mir-27a	Multiple Myeloma	0
24974	hsa-mir-342	Schizophrenia	0
24693	hsa-mir-33b	Tourette Syndrome	0
41551	hsa-mir-652	Lupus Nephritis	0
19378	hsa-mir-28	Meningioma	0
45767	hsa-mir-98	Thyroid Neoplasms	0
34550	hsa-mir-506	Waldenstrom Macroglobulinemia	0
31963	hsa-mir-488	Hypertension	0
34908	hsa-mir-509	Head and Neck Neoplasms	0
39431	hsa-mir-610	Inflammation	0
12751	hsa-mir-193a	Spinal Cord Injuries	0
8266	hsa-mir-143	Metabolic Diseases	0
30341	hsa-mir-449a	Leukemia	0
36739	hsa-mir-524	Kidney Neoplasms	0
41309	hsa-mir-647	Uterine Cervical Neoplasms	0
4123	hsa-mir-124a	Leukemia	0
8912	hsa-mir-148a	Liver Cirrhosis	0
42173	hsa-mir-663a	Nervous System Diseases	0
14751	hsa-mir-202	Choriocarcinoma	0
37294	hsa-mir-545	Diabetes Mellitus	0
11193	hsa-mir-183	Crohn Disease	0
33730	hsa-mir-501	Hypertension	0
21743	hsa-mir-30b	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	0
14853	hsa-mir-202	Reperfusion Injury	0
27499	hsa-mir-376c	Endomyocardial Fibrosis	0
141	hsa-let-7a	Tongue Neoplasms	0
33818	hsa-mir-502	Amyotrophic Lateral Sclerosis	0
19938	hsa-mir-29a	Hemangioma	0
18259	hsa-mir-23a	Kidney Diseases	0
16997	hsa-mir-216b	HIV Infections	0
34714	hsa-mir-508	Atrial Fibrillation	0
39137	hsa-mir-602	Leprosy	0
1350	hsa-mir-100	Hepatitis C	0
30695	hsa-mir-451	Uterine Cervical Neoplasms	0
37125	hsa-mir-544a	Burns	0
4493	hsa-mir-1258	Urinary Bladder Neoplasms	0
4013	hsa-mir-1247	Periodontitis	0
23501	hsa-mir-328	Periodontitis	0
10122	hsa-mir-15b	Hepatoblastoma	0
27656	hsa-mir-377	Gastrointestinal Neoplasms	0
6692	hsa-mir-133b	Ischemia	0
34102	hsa-mir-503	Tongue Neoplasms	0
17943	hsa-mir-223	Cystic Fibrosis	0
23347	hsa-mir-326	Neurilemmoma	0
21785	hsa-mir-30c	Burkitt Lymphoma	0
23430	hsa-mir-328	Fibrosarcoma	0
30486	hsa-mir-449b	Leukemia	0
41674	hsa-mir-657	Hematologic Neoplasms	0
18804	hsa-mir-26a	Hyperglycemia	0
25873	hsa-mir-362	Cystic Fibrosis	0
18587	hsa-mir-24	Pulmonary Embolism	0
756	hsa-let-7f	Diabetic Retinopathy	0
10745	hsa-mir-181c	Biliary Tract Neoplasms	0
45252	hsa-mir-944	Hepatitis C	0
40009	hsa-mir-622	Fatty Liver	0
38693	hsa-mir-592	Marek Disease	0
27691	hsa-mir-377	Liver Diseases	0
5237	hsa-mir-128	Graves Disease	0
3582	hsa-mir-1236	Periodontitis	0
15549	hsa-mir-208a	Stroke	0
4985	hsa-mir-127	Multiple Sclerosis	0
26889	hsa-mir-374a	Cerebral Hemorrhage	0
11004	hsa-mir-181d	Pre-Eclampsia	0
5790	hsa-mir-1301	Burkitt Lymphoma	0
1713	hsa-mir-103a	Uterine Cervical Neoplasms	0
38131	hsa-mir-582	Pheochromocytoma	0
42556	hsa-mir-675	Diabetes Mellitus	0
15039	hsa-mir-204	Crohn Disease	0
32548	hsa-mir-492	Hematologic Neoplasms	0
24052	hsa-mir-335	Liver Diseases	0
12880	hsa-mir-193b	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	0
3474	hsa-mir-1236	Atherosclerosis	0
6896	hsa-mir-134	Rhabdomyosarcoma	0
1374	hsa-mir-100	Lupus Nephritis	0
44901	hsa-mir-935	Brain Neoplasms	0
28573	hsa-mir-384	Liver Cirrhosis	0
18129	hsa-mir-224	Liver Failure	0
7262	hsa-mir-136	Hepatoblastoma	0
18534	hsa-mir-24	Ischemia	0
32723	hsa-mir-493	Liver Failure	0
30321	hsa-mir-449a	Hemangiosarcoma	0
29420	hsa-mir-423	Down Syndrome	0
30535	hsa-mir-449b	Pulmonary Embolism	0
8791	hsa-mir-146b	Myocardial Reperfusion Injury	0
32043	hsa-mir-488	Wounds and Injuries	0
19472	hsa-mir-296	Demyelinating Diseases	0
33371	hsa-mir-499a	Barrett Esophagus	0
3665	hsa-mir-124	Hemangiosarcoma	0
5487	hsa-mir-1296	Biliary Tract Neoplasms	0
31112	hsa-mir-454	Osteoarthritis	0
41054	hsa-mir-646	Fatty Liver	0
7898	hsa-mir-140	Waldenstrom Macroglobulinemia	0
45822	hsa-mir-99a	Graft vs Host Disease	0
31262	hsa-mir-455	Osteosarcoma	0
38354	hsa-mir-589	Endometriosis	0
30003	hsa-mir-433	Diabetic Retinopathy	0
36461	hsa-mir-520e	Myocardial Ischemia	0
42353	hsa-mir-664	Rhabdomyosarcoma	0
29176	hsa-mir-421	Mouth Neoplasms	0
30270	hsa-mir-449a	Amyotrophic Lateral Sclerosis	0
39205	hsa-mir-602	Tourette Syndrome	0
7106	hsa-mir-135b	Hearing Loss	0
29064	hsa-mir-411	Pulmonary Embolism	0
33035	hsa-mir-495	Osteoporosis	0
26972	hsa-mir-374a	Neuroblastoma	0
21056	hsa-mir-302c	Cerebral Hemorrhage	0
32934	hsa-mir-495	Astrocytoma	0
17124	hsa-mir-217	Endometriosis	0
8323	hsa-mir-144	Asthma	0
28575	hsa-mir-384	Liver Failure	0
34521	hsa-mir-506	Parkinson Disease	0
354	hsa-let-7c	Keloid	0
45740	hsa-mir-98	Parkinson Disease	0
8337	hsa-mir-144	Carotid Artery Diseases	0
1748	hsa-mir-105	Colorectal Neoplasms	0
44978	hsa-mir-935	Meningioma	0
16342	hsa-mir-211	Psoriasis	0
31663	hsa-mir-486	Hyperglycemia	0
32313	hsa-mir-490	Pituitary Neoplasms	0
1831	hsa-mir-105	Pain	0
12890	hsa-mir-193b	Sarcoma	0
37285	hsa-mir-545	Chordoma	0
39351	hsa-mir-608	Stomach Neoplasms	0
26821	hsa-mir-373	Myocarditis	0
44082	hsa-mir-885	Hypertension	0
40262	hsa-mir-625	Waldenstrom Macroglobulinemia	0
1694	hsa-mir-103a	Psoriasis	0
68	hsa-let-7a	Hypertension	0
46022	hsa-mir-99b	Nervous System Diseases	0
361	hsa-let-7c	Leukemia	0
30724	hsa-mir-451a	Cholesteatoma	0
43329	hsa-mir-744	HIV Infections	0
12260	hsa-mir-18b	Lupus Nephritis	0
19195	hsa-mir-27b	Granulosa Cell Tumor	0
6741	hsa-mir-133b	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
21562	hsa-mir-30a	Liver Failure	0
5479	hsa-mir-1296	Aortic Valve Stenosis	0
17413	hsa-mir-219	Endomyocardial Fibrosis	0
44007	hsa-mir-874	Tongue Neoplasms	0
37425	hsa-mir-570	Burkitt Lymphoma	0
15362	hsa-mir-206	Mouth Neoplasms	0
25899	hsa-mir-362	Hematologic Neoplasms	0
31685	hsa-mir-486	Medulloblastoma	0
35620	hsa-mir-519d	Asthma	0
28527	hsa-mir-384	Cystic Fibrosis	0
44550	hsa-mir-92a	Nasopharyngeal Neoplasms	0
44309	hsa-mir-922	Barrett Esophagus	0
28816	hsa-mir-410	Choriocarcinoma	0
13075	hsa-mir-195	Coronary Artery Disease	0
4321	hsa-mir-1254	Prostatic Neoplasms	0
37326	hsa-mir-545	Hypertension	0
32812	hsa-mir-494	Cholesteatoma	0
27098	hsa-mir-374b	Liver Diseases	0
21091	hsa-mir-302c	Hepatoblastoma	0
7440	hsa-mir-137	Multiple Sclerosis	0
10931	hsa-mir-181d	Graves Disease	0
42423	hsa-mir-671	Head and Neck Neoplasms	0
42230	hsa-mir-664	Atrial Fibrillation	0
16475	hsa-mir-212	Periodontal Diseases	0
20892	hsa-mir-302b	Astrocytoma	0
24546	hsa-mir-33a	Tourette Syndrome	0
8634	hsa-mir-146a	Laryngeal Neoplasms	0
15929	hsa-mir-20b	Medulloblastoma	0
26060	hsa-mir-363	Laryngeal Neoplasms	0
33326	hsa-mir-498	Parkinson Disease	0
3516	hsa-mir-1236	Graft vs Host Disease	0
28304	hsa-mir-382	Nasopharyngeal Neoplasms	0
32851	hsa-mir-494	Hypertrophy	0
16023	hsa-mir-21	Graves Disease	0
6794	hsa-mir-134	Colitis	0
11948	hsa-mir-188	HIV Infections	0
25739	hsa-mir-361	Granulosa Cell Tumor	0
39067	hsa-mir-602	Astrocytoma	0
36275	hsa-mir-520d	Huntington Disease	0
25276	hsa-mir-346	Sepsis	0
44787	hsa-mir-93	Fragile X Syndrome	0
32257	hsa-mir-490	HIV Infections	0
20284	hsa-mir-29c	Stroke	0
23835	hsa-mir-331	Atrial Fibrillation	0
28331	hsa-mir-382	Retinoblastoma	0
40677	hsa-mir-630	Oligodendroglioma	0
33041	hsa-mir-495	Periodontal Diseases	0
22441	hsa-mir-32	Multiple Sclerosis	0
6672	hsa-mir-133b	Granulosa Cell Tumor	0
28486	hsa-mir-383	Thyroid Neoplasms	0
21203	hsa-mir-302d	Carotid Artery Diseases	0
2930	hsa-mir-1207	Heart Failure	0
27786	hsa-mir-378a	Coronary Artery Disease	0
29678	hsa-mir-429	Adrenocortical Carcinoma	0
22856	hsa-mir-323a	Hepatoblastoma	0
30308	hsa-mir-449a	Fatty Liver	0
18724	hsa-mir-25	Psoriasis	0
25132	hsa-mir-345	Thyroid Neoplasms	0
1666	hsa-mir-103a	Myocardial Reperfusion Injury	0
23695	hsa-mir-330	Burns	0
6758	hsa-mir-133b	Stroke	0
45562	hsa-mir-96	Kidney Neoplasms	0
32	hsa-let-7a	Coronary Artery Disease	0
5495	hsa-mir-1296	Cardiovascular Diseases	0
38621	hsa-mir-592	Brain Ischemia	0
1106	hsa-let-7i	Myocardial Reperfusion Injury	0
10123	hsa-mir-15b	HIV Infections	0
1150	hsa-let-7i	Tourette Syndrome	0
38317	hsa-mir-589	Amyotrophic Lateral Sclerosis	0
7749	hsa-mir-139	Retinoblastoma	0
6324	hsa-mir-130b	Pain	0
7236	hsa-mir-136	Diabetic Nephropathies	0
35746	hsa-mir-519d	Rhabdomyosarcoma	0
36261	hsa-mir-520d	Granulosa Cell Tumor	0
16939	hsa-mir-216b	Amyotrophic Lateral Sclerosis	0
16455	hsa-mir-212	Musculoskeletal Abnormalities	0
2119	hsa-mir-106b	Pheochromocytoma	0
5107	hsa-mir-1271	Hypertension	0
34408	hsa-mir-505	Uterine Cervical Neoplasms	0
29421	hsa-mir-423	Endometrial Neoplasms	0
22777	hsa-mir-320b	Sarcoma	0
22659	hsa-mir-320b	Burns	0
36967	hsa-mir-542	Adrenocortical Carcinoma	0
1789	hsa-mir-105	Keloid	0
42099	hsa-mir-663a	Colorectal Neoplasms	0
30587	hsa-mir-451	Colitis	0
25002	hsa-mir-345	Brain Ischemia	0
6529	hsa-mir-133a	Fragile X Syndrome	0
39282	hsa-mir-608	Ischemia	0
23587	hsa-mir-329	Hearing Loss	0
558	hsa-let-7d	Schizophrenia	0
28027	hsa-mir-379	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
17263	hsa-mir-218	Demyelinating Diseases	0
7294	hsa-mir-136	Multiple Myeloma	0
24276	hsa-mir-339	Cardiomyopathies	0
15530	hsa-mir-208a	Polycystic Kidney Diseases	0
26199	hsa-mir-367	HIV Infections	0
5938	hsa-mir-1303	Brain Ischemia	0
2701	hsa-mir-1179	Rectal Neoplasms	0
21222	hsa-mir-302d	Endometriosis	0
25932	hsa-mir-362	Multiple Myeloma	0
34124	hsa-mir-504	Brain Neoplasms	0
402	hsa-let-7c	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
31677	hsa-mir-486	Liposarcoma	0
14537	hsa-mir-200b	Multiple Myeloma	0
21665	hsa-mir-30b	Fatty Liver	0
37085	hsa-mir-542	Psoriasis	0
31822	hsa-mir-487b	Leprosy	0
37362	hsa-mir-545	Nervous System Diseases	0
13828	hsa-mir-199a	Inflammatory Bowel Diseases	0
16998	hsa-mir-216b	Hodgkin Disease	0
14889	hsa-mir-203	Burkitt Lymphoma	0
25737	hsa-mir-361	Gout	0
34642	hsa-mir-507	Marek Disease	0
11174	hsa-mir-183	Barrett Esophagus	0
42212	hsa-mir-663a	Thyroid Neoplasms	0
36757	hsa-mir-524	Mouth Neoplasms	0
2525	hsa-mir-10b	Myocarditis	0
7085	hsa-mir-135b	Coronary Artery Disease	0
8995	hsa-mir-148b	Cholangiocarcinoma	0
41601	hsa-mir-652	Sepsis	0
18649	hsa-mir-25	Fragile X Syndrome	0
13690	hsa-mir-198	Kidney Neoplasms	0
15637	hsa-mir-208b	Leiomyosarcoma	0
29182	hsa-mir-421	Myocardial Ischemia	0
32653	hsa-mir-493	Biliary Tract Neoplasms	0
10386	hsa-mir-17	Hemangioma	0
8270	hsa-mir-143	Musculoskeletal Abnormalities	0
46005	hsa-mir-99b	Marek Disease	0
42971	hsa-mir-718	Atherosclerosis	0
23082	hsa-mir-324	Stomach Neoplasms	0
8551	hsa-mir-145	Periodontal Diseases	0
4404	hsa-mir-1258	Hemangiosarcoma	0
22212	hsa-mir-30e	Waldenstrom Macroglobulinemia	0
20358	hsa-mir-300	Hodgkin Disease	0
10866	hsa-mir-181c	Sepsis	0
16532	hsa-mir-214	Colitis	0
34593	hsa-mir-507	Endometrial Neoplasms	0
19498	hsa-mir-296	Hepatitis B	0
37680	hsa-mir-574	Pituitary Neoplasms	0
34502	hsa-mir-506	Musculoskeletal Abnormalities	0
17782	hsa-mir-222	Acute Lung Injury	0
2667	hsa-mir-1179	Myelodysplastic Syndromes	0
36033	hsa-mir-520b	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
20640	hsa-mir-301b	Graves Disease	0
30059	hsa-mir-433	Mouth Neoplasms	0
24443	hsa-mir-33a	Down Syndrome	0
31816	hsa-mir-487b	Keloid	0
42528	hsa-mir-675	Arthritis	0
2007	hsa-mir-106b	Acute Lung Injury	0
32692	hsa-mir-493	Graves Disease	0
9464	hsa-mir-152	Lupus Nephritis	0
2925	hsa-mir-1207	Granulosa Cell Tumor	0
24541	hsa-mir-33a	Stomach Neoplasms	0
26347	hsa-mir-370	Hyperglycemia	0
5306	hsa-mir-128	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
36491	hsa-mir-520e	Pulmonary Embolism	0
10957	hsa-mir-181d	Leprosy	0
9283	hsa-mir-150	Chordoma	0
11737	hsa-mir-187	Adrenal Cortex Neoplasms	0
4973	hsa-mir-127	Liver Diseases	0
6007	hsa-mir-1303	Liver Diseases	0
36609	hsa-mir-522	Myelodysplastic Syndromes	0
16139	hsa-mir-210	Hemangiosarcoma	0
9964	hsa-mir-15a	Cystic Fibrosis	0
41304	hsa-mir-647	Testicular Neoplasms	0
19063	hsa-mir-27a	Hearing Loss	0
38636	hsa-mir-592	Colitis	0
42857	hsa-mir-708	Gastrointestinal Neoplasms	0
32824	hsa-mir-494	Down Syndrome	0
26294	hsa-mir-370	Barrett Esophagus	0
23623	hsa-mir-329	Meningioma	0
1355	hsa-mir-100	Hyperglycemia	0
8573	hsa-mir-145	Waldenstrom Macroglobulinemia	0
13126	hsa-mir-195	Marek Disease	0
34808	hsa-mir-508	Nervous System Diseases	0
33665	hsa-mir-501	Adrenocortical Carcinoma	0
29812	hsa-mir-429	Waldenstrom Macroglobulinemia	0
8166	hsa-mir-142	Pulmonary Embolism	0
35659	hsa-mir-519d	Glioblastoma	0
11190	hsa-mir-183	Colitis	0
18670	hsa-mir-25	Hypertrophy	0
1854	hsa-mir-105	Sepsis	0
26419	hsa-mir-370	Testicular Neoplasms	0
35334	hsa-mir-513b	Cholangiocarcinoma	0
6068	hsa-mir-1303	Tongue Neoplasms	0
41224	hsa-mir-647	Hepatoblastoma	0
24104	hsa-mir-335	Stroke	0
9392	hsa-mir-152	Astrocytoma	0
43092	hsa-mir-718	Pulmonary Embolism	0
14269	hsa-mir-19b	Nasopharyngeal Neoplasms	0
9020	hsa-mir-148b	Granulosa Cell Tumor	0
35291	hsa-mir-512	Retinoblastoma	0
30701	hsa-mir-451a	Adrenocortical Carcinoma	0
33415	hsa-mir-499a	Heart Failure	0
31376	hsa-mir-483	Liposarcoma	0
35333	hsa-mir-513b	Cerebral Hemorrhage	0
15719	hsa-mir-20a	Barrett Esophagus	0
15232	hsa-mir-205	Myocardial Infarction	0
16260	hsa-mir-211	Fatty Liver	0
24323	hsa-mir-339	Hypertrophy	0
23256	hsa-mir-326	Barrett Esophagus	0
27840	hsa-mir-378a	Lupus Nephritis	0
24351	hsa-mir-339	Musculoskeletal Abnormalities	0
5450	hsa-mir-129	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	0
13062	hsa-mir-195	Brain Neoplasms	0
7102	hsa-mir-135b	Graft vs Host Disease	0
14093	hsa-mir-19a	Hearing Loss	0
29992	hsa-mir-433	Chordoma	0
6149	hsa-mir-130a	Leprosy	0
28966	hsa-mir-411	Coronary Artery Disease	0
20548	hsa-mir-301a	Neurodegenerative Diseases	0
45804	hsa-mir-99a	Coronary Artery Disease	0
24175	hsa-mir-338	Hodgkin Disease	0
40682	hsa-mir-630	Parkinson Disease	0
35564	hsa-mir-517a	Nasopharyngeal Neoplasms	0
23945	hsa-mir-331	Polycystic Kidney Diseases	0
20059	hsa-mir-29b	Gout	0
45540	hsa-mir-96	Graves Disease	0
3195	hsa-mir-1228	Crohn Disease	0
17024	hsa-mir-216b	Melanoma	0
938	hsa-let-7g	Laryngeal Neoplasms	0
28410	hsa-mir-383	Hodgkin Disease	0
22706	hsa-mir-320b	Huntington Disease	0
5817	hsa-mir-1301	Fatty Liver	0
17408	hsa-mir-219	Diabetic Nephropathies	0
655	hsa-let-7e	Lupus Nephritis	0
45754	hsa-mir-98	Rectal Neoplasms	0
35679	hsa-mir-519d	Hypertension	0
42332	hsa-mir-664	Osteoporosis	0
25314	hsa-mir-34a	Crohn Disease	0
1414	hsa-mir-100	Retinal Degeneration	0
34962	hsa-mir-509	Obesity	0
34137	hsa-mir-504	Choriocarcinoma	0
38988	hsa-mir-599	Liver Cirrhosis	0
10105	hsa-mir-15b	Esophageal Neoplasms	0
7561	hsa-mir-138	Kidney Diseases	0
8502	hsa-mir-145	Hemangiosarcoma	0
44665	hsa-mir-92b	Ischemia	0
45083	hsa-mir-942	Fatty Liver	0
32219	hsa-mir-490	Cholangiocarcinoma	0
23965	hsa-mir-331	Thyroid Neoplasms	0
23404	hsa-mir-328	Burkitt Lymphoma	0
6439	hsa-mir-132	Meningioma	0
2156	hsa-mir-107	Barrett Esophagus	0
26372	hsa-mir-370	Mouth Neoplasms	0
10095	hsa-mir-15b	Crohn Disease	0
27269	hsa-mir-375	Osteoarthritis	0
40255	hsa-mir-625	Spinal Cord Injuries	0
7723	hsa-mir-139	Nervous System Diseases	0
43491	hsa-mir-758	Leprosy	0
34243	hsa-mir-504	Rhabdomyosarcoma	0
19012	hsa-mir-26b	Tourette Syndrome	0
45018	hsa-mir-935	Rectal Neoplasms	0
10173	hsa-mir-15b	Periodontal Diseases	0
34341	hsa-mir-505	Liver Cirrhosis	0
9175	hsa-mir-149	Hepatoblastoma	0
6756	hsa-mir-133b	Small Cell Lung Carcinoma	0
35226	hsa-mir-512	Inflammation	0
9558	hsa-mir-153	Diabetes Mellitus	0
34273	hsa-mir-505	Biliary Tract Neoplasms	0
28377	hsa-mir-383	Colitis	0
21599	hsa-mir-30a	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	0
